survey_id,site_code,survey_start,survey_end,survey_method,observation_hours,observed_bat_count,acoustic_detection_count,nightly_visit_count,colony_estimate,comparison_species_count,observer_team,survey_quality,weather_interference
BAT-0000673,KNT-CYP,2023-01-05T18:00:00,2023-01-12T00:00:00,fixed_acoustic_station,35.3,24,40,20,20.5,9,TEAM-11-2,high,22.3
BAT-0000674,KNT-CYP,2023-02-05T18:00:00,2023-02-12T00:00:00,acoustic_transect,31.2,29,48,21,28.3,10,TEAM-11-2,high,29.5
BAT-0000675,KNT-CYP,2023-03-05T18:00:00,2023-03-12T00:00:00,fixed_acoustic_station,40.6,25,38,26,24.9,8,TEAM-11-2,acceptable,9.3
BAT-0000676,KNT-CYP,2023-04-05T18:00:00,2023-04-12T00:00:00,fixed_acoustic_station,30.6,38,48,29,40.1,6,TEAM-11-2,acceptable,36.1
BAT-0000677,KNT-CYP,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_transect,35.5,46,48,24,56.6,10,TEAM-11-2,high,42.2
BAT-0000678,KNT-CYP,2023-06-05T18:00:00,2023-06-12T00:00:00,fixed_acoustic_station,26.1,23,50,22,28.3,8,TEAM-11-2,high,49.5
BAT-0000679,KNT-CYP,2023-07-05T18:00:00,2023-07-12T00:00:00,fixed_acoustic_station,35.1,24,41,27,26.0,20,TEAM-11-2,high,42.2
BAT-0000680,KNT-CYP,2023-08-05T18:00:00,2023-08-12T00:00:00,acoustic_and_visual,22.7,16,25,6,15.9,14,TEAM-11-2,high,52.5
BAT-0000681,KNT-CYP,2023-09-05T18:00:00,2023-09-12T00:00:00,acoustic_transect,27.0,22,23,11,28.7,8,TEAM-11-2,high,52.8
BAT-0000682,KNT-CYP,2023-10-05T18:00:00,2023-10-12T00:00:00,acoustic_transect,17.3,12,14,8,10.5,9,TEAM-11-2,limited,36.3
BAT-0000683,KNT-CYP,2023-11-05T18:00:00,2023-11-12T00:00:00,fixed_acoustic_station,13.2,12,18,4,12.0,13,TEAM-11-2,limited,18.8
BAT-0000684,KNT-CYP,2023-12-05T18:00:00,2023-12-12T00:00:00,acoustic_and_visual,41.6,20,39,18,20.8,6,TEAM-11-2,high,16.4
BAT-0000685,KNT-CYP,2024-01-05T18:00:00,2024-01-12T00:00:00,fixed_acoustic_station,29.1,32,41,12,30.0,7,TEAM-11-2,high,20.8
BAT-0000686,KNT-CYP,2024-02-05T18:00:00,2024-02-12T00:00:00,acoustic_transect,37.4,23,39,17,31.5,13,TEAM-11-2,acceptable,7.0
BAT-0000687,KNT-CYP,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_and_visual,33.2,31,41,24,29.0,8,TEAM-11-2,acceptable,32.2
BAT-0000688,KNT-CYP,2024-04-05T18:00:00,2024-04-12T00:00:00,acoustic_and_visual,29.1,32,46,21,33.6,12,TEAM-11-2,acceptable,36.6
BAT-0000689,KNT-CYP,2024-05-05T18:00:00,2024-05-12T00:00:00,acoustic_and_visual,32.3,23,44,18,21.8,12,TEAM-11-2,high,47.2
BAT-0000690,KNT-CYP,2024-06-05T18:00:00,2024-06-12T00:00:00,acoustic_transect,24.3,21,21,17,25.3,16,TEAM-11-2,acceptable,58.0
BAT-0000691,KNT-CYP,2024-07-05T18:00:00,2024-07-12T00:00:00,acoustic_transect,31.6,19,42,19,20.6,10,TEAM-11-2,acceptable,48.9
BAT-0000692,KNT-CYP,2024-08-05T18:00:00,2024-08-12T00:00:00,acoustic_transect,31.6,26,26,22,25.1,13,TEAM-11-2,acceptable,48.7
BAT-0000693,KNT-CYP,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_transect,36.8,36,49,29,53.8,8,TEAM-11-2,high,26.2
BAT-0000694,KNT-CYP,2024-10-05T18:00:00,2024-10-12T00:00:00,acoustic_transect,25.7,17,24,18,23.3,14,TEAM-11-2,acceptable,55.1
BAT-0000695,KNT-CYP,2024-11-05T18:00:00,2024-11-12T00:00:00,acoustic_transect,31.5,17,20,11,15.3,10,TEAM-11-2,acceptable,32.0
BAT-0000696,KNT-CYP,2024-12-05T18:00:00,2024-12-12T00:00:00,acoustic_and_visual,41.5,33,53,25,34.9,6,TEAM-11-2,acceptable,11.5
BAT-0000697,KNT-CYP,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_and_visual,35.5,32,32,27,39.7,12,TEAM-11-2,acceptable,13.4
BAT-0000698,KNT-CYP,2025-02-05T18:00:00,2025-02-12T00:00:00,acoustic_and_visual,32.2,24,58,24,28.1,11,TEAM-11-2,high,21.6
BAT-0000699,KNT-CYP,2025-03-05T18:00:00,2025-03-12T00:00:00,acoustic_and_visual,40.4,47,55,33,48.1,8,TEAM-11-2,high,0.0
BAT-0000700,KNT-CYP,2025-04-05T18:00:00,2025-04-12T00:00:00,acoustic_transect,36.6,43,60,31,49.1,11,TEAM-11-2,high,22.9
BAT-0000701,KNT-CYP,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_transect,25.6,30,47,18,34.7,13,TEAM-11-2,acceptable,36.7
BAT-0000702,KNT-CYP,2025-06-05T18:00:00,2025-06-12T00:00:00,acoustic_transect,28.3,38,35,23,39.4,12,TEAM-11-2,acceptable,38.9
BAT-0000703,KNT-YRX,2019-01-05T18:00:00,2019-01-12T00:00:00,acoustic_and_visual,30.6,4,15,5,1.2,10,TEAM-11-3,high,30.7
BAT-0000704,KNT-YRX,2019-02-05T18:00:00,2019-02-12T00:00:00,acoustic_and_visual,34.7,11,26,8,15.4,6,TEAM-11-3,high,21.4
BAT-0000705,KNT-YRX,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_and_visual,28.5,14,11,10,15.6,4,TEAM-11-3,high,29.5
BAT-0000706,KNT-YRX,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_and_visual,25.7,10,17,5,10.3,16,TEAM-11-3,high,41.8
BAT-0000707,KNT-YRX,2019-05-05T18:00:00,2019-05-12T00:00:00,fixed_acoustic_station,27.3,11,23,15,10.7,17,TEAM-11-3,acceptable,49.1
BAT-0000708,KNT-YRX,2019-06-05T18:00:00,2019-06-12T00:00:00,acoustic_transect,26.9,9,14,11,8.5,8,TEAM-11-3,high,53.0
BAT-0000709,KNT-YRX,2019-07-05T18:00:00,2019-07-12T00:00:00,acoustic_transect,28.3,5,9,3,5.4,10,TEAM-11-3,acceptable,51.7
BAT-0000710,KNT-YRX,2019-08-05T18:00:00,2019-08-12T00:00:00,fixed_acoustic_station,23.0,6,12,2,6.7,16,TEAM-11-3,acceptable,63.8
BAT-0000711,KNT-YRX,2019-09-05T18:00:00,2019-09-12T00:00:00,fixed_acoustic_station,30.0,5,2,1,4.7,6,TEAM-11-3,high,54.7
BAT-0000712,KNT-YRX,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_transect,37.9,6,12,6,6.1,8,TEAM-11-3,high,15.2
BAT-0000713,KNT-YRX,2019-11-05T18:00:00,2019-11-12T00:00:00,acoustic_transect,37.4,2,8,1,4.2,7,TEAM-11-3,high,28.8
BAT-0000714,KNT-YRX,2019-12-05T18:00:00,2019-12-12T00:00:00,fixed_acoustic_station,39.3,7,18,4,5.4,6,TEAM-11-3,high,8.7
BAT-0000715,KNT-YRX,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_transect,33.8,6,11,4,7.9,13,TEAM-11-3,high,28.7
BAT-0000716,KNT-YRX,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,37.2,14,23,8,15.5,9,TEAM-11-3,high,11.2
BAT-0000717,KNT-YRX,2020-03-05T18:00:00,2020-03-12T00:00:00,fixed_acoustic_station,31.7,17,17,8,20.4,3,TEAM-11-3,acceptable,43.4
BAT-0000718,KNT-YRX,2020-04-05T18:00:00,2020-04-12T00:00:00,acoustic_transect,19.3,13,13,4,14.4,11,TEAM-11-3,limited,36.7
BAT-0000719,KNT-YRX,2020-05-05T18:00:00,2020-05-12T00:00:00,fixed_acoustic_station,31.9,13,15,9,15.4,9,TEAM-11-3,acceptable,34.3
BAT-0000720,KNT-YRX,2020-06-05T18:00:00,2020-06-12T00:00:00,fixed_acoustic_station,13.1,5,8,2,5.6,8,TEAM-11-3,acceptable,61.6
BAT-0000721,KNT-YRX,2020-07-05T18:00:00,2020-07-12T00:00:00,acoustic_and_visual,27.4,9,11,6,9.4,11,TEAM-11-3,high,55.0
BAT-0000722,KNT-YRX,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_transect,26.0,7,9,9,6.8,6,TEAM-11-3,acceptable,53.2
BAT-0000723,KNT-YRX,2020-09-05T18:00:00,2020-09-12T00:00:00,fixed_acoustic_station,30.8,5,10,3,2.1,5,TEAM-11-3,high,47.0
BAT-0000724,KNT-YRX,2020-10-05T18:00:00,2020-10-12T00:00:00,fixed_acoustic_station,35.2,2,4,1,1.5,6,TEAM-11-3,high,39.8
BAT-0000725,KNT-YRX,2020-11-05T18:00:00,2020-11-12T00:00:00,fixed_acoustic_station,36.0,7,6,3,6.4,8,TEAM-11-3,acceptable,26.5
BAT-0000726,KNT-YRX,2020-12-05T18:00:00,2020-12-12T00:00:00,fixed_acoustic_station,32.1,8,13,5,11.1,8,TEAM-11-3,high,32.1
BAT-0000727,KNT-YRX,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_transect,37.7,8,20,7,11.6,9,TEAM-11-3,high,7.7
BAT-0000728,KNT-YRX,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_and_visual,33.7,8,26,5,9.8,10,TEAM-11-3,acceptable,30.1
BAT-0000729,KNT-YRX,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_transect,35.4,21,32,12,19.2,17,TEAM-11-3,high,16.9
BAT-0000730,KNT-YRX,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_and_visual,28.5,13,13,13,13.0,10,TEAM-11-3,high,45.1
BAT-0000731,KNT-YRX,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_transect,17.4,9,2,7,11.7,10,TEAM-11-3,limited,51.4
BAT-0000732,KNT-YRX,2021-06-05T18:00:00,2021-06-12T00:00:00,fixed_acoustic_station,38.6,15,18,8,19.8,8,TEAM-11-3,high,49.8
BAT-0000733,KNT-YRX,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_and_visual,26.4,6,15,4,4.2,8,TEAM-11-3,high,59.3
BAT-0000734,KNT-YRX,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_transect,34.5,12,11,13,11.2,8,TEAM-11-3,acceptable,50.5
BAT-0000735,KNT-YRX,2021-09-05T18:00:00,2021-09-12T00:00:00,acoustic_and_visual,26.0,3,9,1,2.6,9,TEAM-11-3,acceptable,53.7
BAT-0000736,KNT-YRX,2021-10-05T18:00:00,2021-10-12T00:00:00,fixed_acoustic_station,32.2,2,7,2,3.3,2,TEAM-11-3,high,28.7
BAT-0000737,KNT-YRX,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_transect,32.0,5,8,8,7.4,8,TEAM-11-3,high,32.4
BAT-0000738,KNT-YRX,2021-12-05T18:00:00,2021-12-12T00:00:00,acoustic_and_visual,36.6,8,6,3,8.9,9,TEAM-11-3,high,21.5
BAT-0000739,KNT-YRX,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_transect,31.9,9,20,6,8.7,4,TEAM-11-3,high,25.3
BAT-0000740,KNT-YRX,2022-02-05T18:00:00,2022-02-12T00:00:00,acoustic_transect,36.6,13,24,12,14.3,9,TEAM-11-3,high,4.3
BAT-0000741,KNT-YRX,2022-03-05T18:00:00,2022-03-12T00:00:00,fixed_acoustic_station,33.4,16,22,14,15.1,10,TEAM-11-3,high,17.6
BAT-0000742,KNT-YRX,2022-04-05T18:00:00,2022-04-12T00:00:00,fixed_acoustic_station,34.0,16,17,11,19.3,10,TEAM-11-3,acceptable,34.4
BAT-0000743,KNT-YRX,2022-05-05T18:00:00,2022-05-12T00:00:00,acoustic_and_visual,24.9,8,16,4,8.1,8,TEAM-11-3,high,51.9
BAT-0000744,KNT-YRX,2022-06-05T18:00:00,2022-06-12T00:00:00,fixed_acoustic_station,26.3,17,14,5,16.9,11,TEAM-11-3,acceptable,55.5
BAT-0000745,KNT-YRX,2022-07-05T18:00:00,2022-07-12T00:00:00,fixed_acoustic_station,28.0,8,14,7,9.7,8,TEAM-11-3,acceptable,50.3
BAT-0000746,KNT-YRX,2022-08-05T18:00:00,2022-08-12T00:00:00,acoustic_transect,27.0,5,6,6,1.5,11,TEAM-11-3,acceptable,53.1
BAT-0000747,KNT-YRX,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_and_visual,25.2,3,6,5,4.9,13,TEAM-11-3,acceptable,60.3
BAT-0000748,KNT-YRX,2022-10-05T18:00:00,2022-10-12T00:00:00,acoustic_and_visual,33.2,2,9,2,0.0,9,TEAM-11-3,high,28.9
BAT-0000749,KNT-YRX,2022-11-05T18:00:00,2022-11-12T00:00:00,acoustic_transect,29.9,3,3,4,3.1,18,TEAM-11-3,acceptable,30.3
BAT-0000750,KNT-YRX,2022-12-05T18:00:00,2022-12-12T00:00:00,acoustic_transect,35.9,9,14,6,11.1,12,TEAM-11-3,acceptable,27.0
BAT-0000751,KNT-YRX,2023-01-05T18:00:00,2023-01-12T00:00:00,acoustic_transect,32.9,16,9,6,13.3,11,TEAM-11-3,high,20.5
BAT-0000752,KNT-YRX,2023-02-05T18:00:00,2023-02-12T00:00:00,acoustic_transect,40.4,21,26,9,25.3,8,TEAM-11-3,high,12.1
BAT-0000753,KNT-YRX,2023-03-05T18:00:00,2023-03-12T00:00:00,acoustic_transect,27.8,12,30,7,15.5,9,TEAM-11-3,high,43.5
BAT-0000754,KNT-YRX,2023-04-05T18:00:00,2023-04-12T00:00:00,acoustic_and_visual,30.5,22,22,16,22.8,8,TEAM-11-3,high,33.6
BAT-0000755,KNT-YRX,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_and_visual,27.9,16,14,10,16.2,11,TEAM-11-3,acceptable,53.1
BAT-0000756,KNT-YRX,2023-06-05T18:00:00,2023-06-12T00:00:00,acoustic_and_visual,35.0,15,16,11,15.6,9,TEAM-11-3,high,36.9
BAT-0000757,KNT-YRX,2023-07-05T18:00:00,2023-07-12T00:00:00,acoustic_transect,24.7,1,7,1,0.0,10,TEAM-11-3,high,58.1
BAT-0000758,KNT-YRX,2023-08-05T18:00:00,2023-08-12T00:00:00,acoustic_transect,27.1,4,11,4,6.1,7,TEAM-11-3,acceptable,56.7
BAT-0000759,KNT-YRX,2023-09-05T18:00:00,2023-09-12T00:00:00,fixed_acoustic_station,26.9,1,6,0,0.0,12,TEAM-11-3,acceptable,30.6
BAT-0000760,KNT-YRX,2023-10-05T18:00:00,2023-10-12T00:00:00,fixed_acoustic_station,34.2,4,9,5,6.1,9,TEAM-11-3,high,31.3
BAT-0000761,KNT-YRX,2023-11-05T18:00:00,2023-11-12T00:00:00,fixed_acoustic_station,29.8,6,7,3,6.1,11,TEAM-11-3,high,17.5
BAT-0000762,KNT-YRX,2023-12-05T18:00:00,2023-12-12T00:00:00,fixed_acoustic_station,40.3,10,12,3,12.4,9,TEAM-11-3,acceptable,20.0
BAT-0000763,KNT-YRX,2024-01-05T18:00:00,2024-01-12T00:00:00,acoustic_transect,34.6,2,7,2,0.0,8,TEAM-11-3,acceptable,26.5
BAT-0000764,KNT-YRX,2024-02-05T18:00:00,2024-02-12T00:00:00,acoustic_transect,27.2,10,15,8,11.7,13,TEAM-11-3,high,31.1
BAT-0000765,KNT-YRX,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_transect,36.1,10,16,10,10.3,8,TEAM-11-3,high,17.5
BAT-0000766,KNT-YRX,2024-04-05T18:00:00,2024-04-12T00:00:00,fixed_acoustic_station,31.6,20,24,12,20.6,8,TEAM-11-3,acceptable,34.1
BAT-0000767,KNT-YRX,2024-05-05T18:00:00,2024-05-12T00:00:00,acoustic_and_visual,35.4,13,18,6,12.5,12,TEAM-11-3,acceptable,36.6
BAT-0000768,KNT-YRX,2024-06-05T18:00:00,2024-06-12T00:00:00,fixed_acoustic_station,27.0,7,11,7,5.5,6,TEAM-11-3,acceptable,53.8
BAT-0000769,KNT-YRX,2024-07-05T18:00:00,2024-07-12T00:00:00,fixed_acoustic_station,25.7,7,11,7,10.3,6,TEAM-11-3,acceptable,69.5
BAT-0000770,KNT-YRX,2024-08-05T18:00:00,2024-08-12T00:00:00,fixed_acoustic_station,27.8,15,15,4,13.6,7,TEAM-11-3,high,47.7
BAT-0000771,KNT-YRX,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_and_visual,23.3,6,9,2,5.9,14,TEAM-11-3,acceptable,42.7
BAT-0000772,KNT-YRX,2024-10-05T18:00:00,2024-10-12T00:00:00,acoustic_transect,24.3,0,5,1,0.0,7,TEAM-11-3,acceptable,27.6
BAT-0000773,KNT-YRX,2024-11-05T18:00:00,2024-11-12T00:00:00,acoustic_transect,29.5,10,6,9,13.6,13,TEAM-11-3,high,23.8
BAT-0000774,KNT-YRX,2024-12-05T18:00:00,2024-12-12T00:00:00,acoustic_and_visual,22.9,5,8,3,7.1,11,TEAM-11-3,acceptable,30.1
BAT-0000775,KNT-YRX,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_and_visual,32.5,5,7,5,6.4,8,TEAM-11-3,high,25.6
BAT-0000776,KNT-YRX,2025-02-05T18:00:00,2025-02-12T00:00:00,acoustic_and_visual,29.4,11,15,6,13.2,9,TEAM-11-3,high,22.8
BAT-0000777,KNT-YRX,2025-03-05T18:00:00,2025-03-12T00:00:00,fixed_acoustic_station,30.9,9,10,8,11.8,5,TEAM-11-3,acceptable,27.4
BAT-0000778,KNT-YRX,2025-04-05T18:00:00,2025-04-12T00:00:00,fixed_acoustic_station,33.9,12,32,14,14.8,4,TEAM-11-3,high,37.1
BAT-0000779,KNT-YRX,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_transect,27.8,13,25,10,18.1,9,TEAM-11-3,high,57.9
BAT-0000780,KNT-YRX,2025-06-05T18:00:00,2025-06-12T00:00:00,fixed_acoustic_station,31.3,14,25,9,15.9,12,TEAM-11-3,high,35.8
BAT-0000781,KNT-GKR,2019-01-05T18:00:00,2019-01-12T00:00:00,acoustic_transect,33.4,6,17,5,2.4,10,TEAM-11-4,high,25.5
BAT-0000782,KNT-GKR,2019-02-05T18:00:00,2019-02-12T00:00:00,fixed_acoustic_station,34.0,9,7,4,9.6,6,TEAM-11-4,high,22.5
BAT-0000783,KNT-GKR,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,32.9,3,4,1,3.3,8,TEAM-11-4,acceptable,28.9
BAT-0000784,KNT-GKR,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_transect,35.4,6,11,4,5.3,10,TEAM-11-4,high,25.4
BAT-0000785,KNT-GKR,2019-05-05T18:00:00,2019-05-12T00:00:00,acoustic_and_visual,37.9,12,21,10,14.0,7,TEAM-11-4,acceptable,43.0
BAT-0000786,KNT-GKR,2019-06-05T18:00:00,2019-06-12T00:00:00,fixed_acoustic_station,30.6,12,5,4,9.5,11,TEAM-11-4,acceptable,45.7
BAT-0000787,KNT-GKR,2019-07-05T18:00:00,2019-07-12T00:00:00,fixed_acoustic_station,22.0,7,9,1,8.8,9,TEAM-11-4,high,53.5
BAT-0000788,KNT-GKR,2019-08-05T18:00:00,2019-08-12T00:00:00,fixed_acoustic_station,29.4,5,5,1,7.3,15,TEAM-11-4,high,35.1
BAT-0000789,KNT-GKR,2019-09-05T18:00:00,2019-09-12T00:00:00,acoustic_and_visual,30.4,3,5,0,2.3,10,TEAM-11-4,high,45.8
BAT-0000790,KNT-GKR,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_and_visual,28.7,3,4,0,4.4,18,TEAM-11-4,high,24.3
BAT-0000791,KNT-GKR,2019-11-05T18:00:00,2019-11-12T00:00:00,fixed_acoustic_station,25.9,4,9,2,4.6,9,TEAM-11-4,high,30.5
BAT-0000792,KNT-GKR,2019-12-05T18:00:00,2019-12-12T00:00:00,acoustic_and_visual,35.1,7,16,8,11.5,8,TEAM-11-4,high,23.6
BAT-0000793,KNT-GKR,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_transect,37.8,7,8,2,5.5,8,TEAM-11-4,high,21.9
BAT-0000794,KNT-GKR,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,31.3,8,6,2,10.9,11,TEAM-11-4,high,26.1
BAT-0000795,KNT-GKR,2020-03-05T18:00:00,2020-03-12T00:00:00,fixed_acoustic_station,32.7,2,9,4,3.4,12,TEAM-11-4,acceptable,29.9
BAT-0000796,KNT-GKR,2020-04-05T18:00:00,2020-04-12T00:00:00,acoustic_transect,34.0,10,14,3,13.1,7,TEAM-11-4,high,38.0
BAT-0000797,KNT-GKR,2020-05-05T18:00:00,2020-05-12T00:00:00,fixed_acoustic_station,32.3,12,13,11,16.5,9,TEAM-11-4,high,44.7
BAT-0000798,KNT-GKR,2020-06-05T18:00:00,2020-06-12T00:00:00,acoustic_and_visual,31.2,10,11,2,12.6,9,TEAM-11-4,high,42.5
BAT-0000799,KNT-GKR,2020-07-05T18:00:00,2020-07-12T00:00:00,fixed_acoustic_station,19.2,5,7,4,4.8,8,TEAM-11-4,acceptable,64.8
BAT-0000800,KNT-GKR,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_transect,33.9,3,4,3,3.5,8,TEAM-11-4,acceptable,40.1
BAT-0000801,KNT-GKR,2020-09-05T18:00:00,2020-09-12T00:00:00,fixed_acoustic_station,31.2,1,3,1,2.4,19,TEAM-11-4,acceptable,38.3
BAT-0000802,KNT-GKR,2020-10-05T18:00:00,2020-10-12T00:00:00,acoustic_transect,31.6,4,5,1,4.9,6,TEAM-11-4,high,29.9
BAT-0000803,KNT-GKR,2020-11-05T18:00:00,2020-11-12T00:00:00,acoustic_and_visual,34.5,4,7,4,5.3,12,TEAM-11-4,high,24.0
BAT-0000804,KNT-GKR,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_transect,32.1,3,7,3,4.9,16,TEAM-11-4,acceptable,28.6
BAT-0000805,KNT-GKR,2021-01-05T18:00:00,2021-01-12T00:00:00,fixed_acoustic_station,31.6,3,10,7,1.1,14,TEAM-11-4,acceptable,13.2
BAT-0000806,KNT-GKR,2021-02-05T18:00:00,2021-02-12T00:00:00,fixed_acoustic_station,32.9,6,4,3,8.3,14,TEAM-11-4,high,28.3
BAT-0000807,KNT-GKR,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_and_visual,36.6,6,11,6,4.5,6,TEAM-11-4,high,21.1
BAT-0000808,KNT-GKR,2021-04-05T18:00:00,2021-04-12T00:00:00,fixed_acoustic_station,27.7,5,6,4,6.8,6,TEAM-11-4,acceptable,40.2
BAT-0000809,KNT-GKR,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_transect,32.4,16,18,10,21.1,7,TEAM-11-4,acceptable,44.3
BAT-0000810,KNT-GKR,2021-06-05T18:00:00,2021-06-12T00:00:00,acoustic_and_visual,30.3,5,10,5,2.2,7,TEAM-11-4,high,54.2
BAT-0000811,KNT-GKR,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_and_visual,28.3,4,20,8,3.1,14,TEAM-11-4,high,39.4
BAT-0000812,KNT-GKR,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_transect,30.3,2,8,0,3.1,12,TEAM-11-4,acceptable,48.9
BAT-0000813,KNT-GKR,2021-09-05T18:00:00,2021-09-12T00:00:00,acoustic_and_visual,25.0,2,5,2,0.3,10,TEAM-11-4,acceptable,61.5
BAT-0000814,KNT-GKR,2021-10-05T18:00:00,2021-10-12T00:00:00,acoustic_transect,27.8,8,3,2,7.4,9,TEAM-11-4,acceptable,50.8
BAT-0000815,KNT-GKR,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_transect,30.3,8,4,4,9.0,11,TEAM-11-4,acceptable,37.3
BAT-0000816,KNT-GKR,2021-12-05T18:00:00,2021-12-12T00:00:00,acoustic_and_visual,37.2,7,9,6,7.0,12,TEAM-11-4,high,31.8
BAT-0000817,KNT-GKR,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_and_visual,32.5,7,19,6,7.6,11,TEAM-11-4,acceptable,31.0
BAT-0000818,KNT-GKR,2022-02-05T18:00:00,2022-02-12T00:00:00,acoustic_and_visual,31.3,5,6,9,6.2,10,TEAM-11-4,acceptable,25.5
BAT-0000819,KNT-GKR,2022-03-05T18:00:00,2022-03-12T00:00:00,fixed_acoustic_station,38.9,10,8,3,11.3,5,TEAM-11-4,high,21.0
BAT-0000820,KNT-GKR,2022-04-05T18:00:00,2022-04-12T00:00:00,acoustic_and_visual,35.5,10,10,8,10.5,12,TEAM-11-4,high,29.8
BAT-0000821,KNT-GKR,2022-05-05T18:00:00,2022-05-12T00:00:00,fixed_acoustic_station,26.7,7,8,5,6.2,13,TEAM-11-4,acceptable,39.6
BAT-0000822,KNT-GKR,2022-06-05T18:00:00,2022-06-12T00:00:00,acoustic_and_visual,28.4,7,13,10,6.5,8,TEAM-11-4,acceptable,42.2
BAT-0000823,KNT-GKR,2022-07-05T18:00:00,2022-07-12T00:00:00,fixed_acoustic_station,31.1,7,11,5,9.2,13,TEAM-11-4,high,44.7
BAT-0000824,KNT-GKR,2022-08-05T18:00:00,2022-08-12T00:00:00,acoustic_and_visual,27.7,8,6,7,14.5,9,TEAM-11-4,acceptable,49.8
BAT-0000825,KNT-GKR,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_transect,30.3,4,6,2,7.2,11,TEAM-11-4,high,40.4
BAT-0000826,KNT-GKR,2022-10-05T18:00:00,2022-10-12T00:00:00,acoustic_and_visual,20.7,2,1,1,3.9,15,TEAM-11-4,limited,31.8
BAT-0000827,KNT-GKR,2022-11-05T18:00:00,2022-11-12T00:00:00,acoustic_and_visual,29.0,13,5,2,15.0,13,TEAM-11-4,high,32.0
BAT-0000828,KNT-GKR,2022-12-05T18:00:00,2022-12-12T00:00:00,acoustic_transect,25.7,3,8,7,0.5,11,TEAM-11-4,high,28.2
BAT-0000829,KNT-GKR,2023-01-05T18:00:00,2023-01-12T00:00:00,fixed_acoustic_station,37.1,10,14,12,13.0,10,TEAM-11-4,acceptable,17.7
BAT-0000830,KNT-GKR,2023-02-05T18:00:00,2023-02-12T00:00:00,acoustic_and_visual,31.1,6,3,4,7.9,13,TEAM-11-4,acceptable,35.7
BAT-0000831,KNT-GKR,2023-03-05T18:00:00,2023-03-12T00:00:00,fixed_acoustic_station,36.1,10,17,6,12.8,5,TEAM-11-4,high,38.6
BAT-0000832,KNT-GKR,2023-04-05T18:00:00,2023-04-12T00:00:00,acoustic_and_visual,34.4,11,11,12,15.3,8,TEAM-11-4,high,26.2
BAT-0000833,KNT-GKR,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_transect,24.3,10,7,5,12.6,11,TEAM-11-4,acceptable,58.7
BAT-0000834,KNT-GKR,2023-06-05T18:00:00,2023-06-12T00:00:00,fixed_acoustic_station,23.7,6,13,4,9.0,8,TEAM-11-4,high,51.4
BAT-0000835,KNT-GKR,2023-07-05T18:00:00,2023-07-12T00:00:00,fixed_acoustic_station,28.5,10,11,5,14.4,11,TEAM-11-4,high,40.0
BAT-0000836,KNT-GKR,2023-08-05T18:00:00,2023-08-12T00:00:00,fixed_acoustic_station,28.8,5,2,5,3.9,13,TEAM-11-4,acceptable,46.8
BAT-0000837,KNT-GKR,2023-09-05T18:00:00,2023-09-12T00:00:00,acoustic_transect,31.1,2,2,2,0.0,6,TEAM-11-4,acceptable,50.3
