site_code,reporting_month,mean_temperature_c,rainfall_mm,mean_humidity_pct,vegetation_cover_pct,habitat_disturbance_index,pesticide_index,land_use_category,weather_exception_code,data_completeness_pct
AVL-ORR,2025-06-01,28.0,150.4,63.5,64.6,39.7,20.0,research_site,NONE,87.7
AVL-RBC,2019-01-01,26.3,110.7,71.8,51.5,4.0,39.2,durian_orchard,NONE,96.3
AVL-RBC,2019-02-01,27.14,74.7,67.6,49.1,14.1,37.8,durian_orchard,NONE,90.0
AVL-RBC,2019-03-01,28.59,13.7,65.0,52.0,6.9,41.0,durian_orchard,DRY_SPELL,94.2
AVL-RBC,2019-04-01,27.53,105.2,66.6,42.1,0.0,28.8,durian_orchard,NONE,91.9
AVL-RBC,2019-05-01,27.13,96.8,67.2,57.0,15.8,53.3,durian_orchard,NONE,99.5
AVL-RBC,2019-06-01,27.7,187.0,71.2,53.6,1.3,46.9,durian_orchard,NONE,99.1
AVL-RBC,2019-07-01,26.42,249.4,75.5,54.3,11.1,46.3,durian_orchard,NONE,99.1
AVL-RBC,2019-08-01,24.94,247.7,80.4,59.2,8.7,52.4,durian_orchard,NONE,96.8
AVL-RBC,2019-09-01,24.98,288.2,85.1,58.8,9.7,40.2,durian_orchard,NONE,100.0
AVL-RBC,2019-10-01,24.28,218.7,87.9,60.3,10.0,34.2,durian_orchard,NONE,91.9
AVL-RBC,2019-11-01,24.38,201.4,82.4,48.9,14.7,49.4,durian_orchard,NONE,96.7
AVL-RBC,2019-12-01,25.15,152.5,74.1,49.2,0.3,46.3,durian_orchard,NONE,90.8
AVL-RBC,2020-01-01,26.65,153.0,72.9,49.4,5.1,53.4,durian_orchard,NONE,94.1
AVL-RBC,2020-02-01,26.35,61.6,69.5,38.0,1.6,34.0,durian_orchard,NONE,96.4
AVL-RBC,2020-03-01,28.39,6.6,63.1,44.9,0.0,37.1,durian_orchard,DRY_SPELL,97.5
AVL-RBC,2020-04-01,27.87,48.9,66.9,42.9,0.0,42.2,durian_orchard,NONE,96.2
AVL-RBC,2020-05-01,26.99,103.1,61.3,46.3,9.6,43.6,durian_orchard,NONE,100.0
AVL-RBC,2020-06-01,26.62,122.7,72.9,58.1,7.0,46.1,durian_orchard,NONE,91.4
AVL-RBC,2020-07-01,26.2,194.4,82.1,61.3,10.4,45.8,durian_orchard,NONE,97.3
AVL-RBC,2020-08-01,25.79,276.6,85.7,62.8,6.5,45.5,durian_orchard,NONE,92.6
AVL-RBC,2020-09-01,24.26,235.1,86.8,54.3,7.9,42.7,durian_orchard,NONE,98.2
AVL-RBC,2020-10-01,23.61,223.8,86.5,54.7,10.0,44.4,durian_orchard,NONE,97.1
AVL-RBC,2020-11-01,24.89,197.5,76.9,54.9,11.8,39.4,durian_orchard,NONE,99.0
AVL-RBC,2020-12-01,24.61,120.7,74.7,46.7,7.8,43.7,durian_orchard,NONE,96.1
AVL-RBC,2021-01-01,25.51,112.0,69.8,42.0,12.6,34.5,durian_orchard,NONE,95.4
AVL-RBC,2021-02-01,26.69,5.0,67.5,45.7,11.1,44.4,durian_orchard,DRY_SPELL,95.0
AVL-RBC,2021-03-01,28.33,86.8,68.0,50.3,2.5,35.9,durian_orchard,NONE,93.3
AVL-RBC,2021-04-01,27.2,81.2,72.0,51.1,2.1,43.1,durian_orchard,NONE,97.9
AVL-RBC,2021-05-01,27.9,92.0,72.5,47.9,7.7,39.2,durian_orchard,NONE,100.0
AVL-RBC,2021-06-01,27.32,154.7,74.0,54.2,8.5,42.9,durian_orchard,NONE,97.2
AVL-RBC,2021-07-01,25.82,210.6,76.6,60.5,18.4,36.7,durian_orchard,NONE,95.4
AVL-RBC,2021-08-01,25.39,238.6,81.5,54.8,10.6,48.1,durian_orchard,NONE,90.0
AVL-RBC,2021-09-01,23.99,223.4,85.3,51.6,7.8,38.3,durian_orchard,NONE,97.6
AVL-RBC,2021-10-01,25.14,242.8,77.4,56.9,0.0,43.1,durian_orchard,NONE,96.9
AVL-RBC,2021-11-01,24.95,164.2,76.9,61.7,10.6,40.9,durian_orchard,NONE,96.2
AVL-RBC,2021-12-01,25.25,185.0,71.3,55.5,7.2,51.1,durian_orchard,NONE,96.0
AVL-RBC,2022-01-01,25.9,101.5,71.1,53.6,5.9,41.7,durian_orchard,NONE,94.2
AVL-RBC,2022-02-01,27.55,111.4,64.7,49.4,2.1,38.3,durian_orchard,NONE,96.0
AVL-RBC,2022-03-01,28.47,47.7,67.5,38.2,3.4,39.6,durian_orchard,NONE,96.9
AVL-RBC,2022-04-01,27.97,32.5,69.8,39.7,11.3,45.4,durian_orchard,DRY_SPELL,93.8
AVL-RBC,2022-05-01,28.33,157.2,65.4,52.2,7.3,47.8,durian_orchard,NONE,93.1
AVL-RBC,2022-06-01,26.7,158.0,74.9,47.9,0.0,41.5,durian_orchard,NONE,98.0
AVL-RBC,2022-07-01,26.62,171.4,76.8,57.0,12.9,42.3,durian_orchard,NONE,98.1
AVL-RBC,2022-08-01,25.03,263.9,84.0,58.7,5.5,24.3,durian_orchard,NONE,97.4
AVL-RBC,2022-09-01,23.98,274.6,85.5,63.1,0.0,42.0,durian_orchard,NONE,97.0
AVL-RBC,2022-10-01,25.21,210.6,87.8,57.5,12.4,46.2,durian_orchard,NONE,92.4
AVL-RBC,2022-11-01,24.22,219.9,77.7,51.2,5.0,45.2,durian_orchard,NONE,92.8
AVL-RBC,2022-12-01,25.04,149.1,77.3,49.2,15.7,25.2,durian_orchard,NONE,95.9
AVL-RBC,2023-01-01,26.54,113.1,72.9,43.5,18.5,46.5,durian_orchard,NONE,99.4
AVL-RBC,2023-02-01,27.11,87.5,65.5,45.4,0.7,41.4,durian_orchard,NONE,99.4
AVL-RBC,2023-03-01,27.78,47.4,68.5,45.0,10.0,44.8,durian_orchard,NONE,93.9
AVL-RBC,2023-04-01,27.49,37.0,69.9,43.0,13.0,41.6,durian_orchard,NONE,95.7
AVL-RBC,2023-05-01,27.95,60.2,73.5,42.3,15.6,45.1,durian_orchard,NONE,92.5
AVL-RBC,2023-06-01,26.37,124.1,67.7,49.3,11.7,52.6,durian_orchard,NONE,93.9
AVL-RBC,2023-07-01,26.38,155.5,80.6,56.6,0.5,31.9,durian_orchard,NONE,96.3
AVL-RBC,2023-08-01,25.06,236.1,83.3,62.9,7.4,43.5,durian_orchard,NONE,93.3
AVL-RBC,2023-09-01,25.69,268.5,76.1,60.6,7.7,36.0,durian_orchard,NONE,98.0
AVL-RBC,2023-10-01,23.67,270.6,83.4,61.0,0.0,46.3,durian_orchard,NONE,94.8
AVL-RBC,2023-11-01,25.41,247.1,77.7,53.3,13.7,45.3,durian_orchard,NONE,97.4
AVL-RBC,2023-12-01,24.76,162.0,76.1,54.6,15.3,33.8,durian_orchard,NONE,91.6
AVL-RBC,2024-01-01,25.73,95.1,72.7,43.5,17.8,35.2,durian_orchard,NONE,97.4
AVL-RBC,2024-02-01,27.35,53.3,73.0,42.3,7.4,45.4,durian_orchard,NONE,100.0
AVL-RBC,2024-03-01,27.36,32.8,66.6,48.4,9.3,41.6,durian_orchard,DRY_SPELL,96.5
AVL-RBC,2024-04-01,27.22,30.3,67.2,52.0,10.8,34.6,durian_orchard,DRY_SPELL,90.6
AVL-RBC,2024-05-01,27.83,80.3,74.7,52.6,9.3,30.3,durian_orchard,NONE,85.6
AVL-RBC,2024-06-01,26.78,191.6,73.5,48.0,1.8,35.1,durian_orchard,NONE,100.0
AVL-RBC,2024-07-01,26.67,195.9,84.9,59.1,13.9,38.8,durian_orchard,NONE,99.1
AVL-RBC,2024-08-01,25.43,244.8,85.1,55.6,8.9,42.2,durian_orchard,NONE,90.4
AVL-RBC,2024-09-01,24.42,264.9,88.2,60.7,7.8,45.1,durian_orchard,NONE,94.4
AVL-RBC,2024-10-01,24.73,267.5,81.6,51.4,8.1,52.9,durian_orchard,NONE,97.1
AVL-RBC,2024-11-01,25.17,199.7,78.0,57.8,12.5,39.4,durian_orchard,NONE,94.8
AVL-RBC,2024-12-01,25.23,164.5,76.7,57.8,4.6,34.3,durian_orchard,NONE,94.4
AVL-RBC,2025-01-01,25.95,73.4,70.2,44.3,6.7,41.4,durian_orchard,NONE,95.3
AVL-RBC,2025-02-01,26.81,54.6,71.7,48.4,15.9,39.6,durian_orchard,NONE,95.0
AVL-RBC,2025-03-01,27.71,56.8,71.8,40.9,9.2,48.9,durian_orchard,NONE,99.2
AVL-RBC,2025-04-01,28.44,86.7,68.3,47.5,11.3,44.4,durian_orchard,NONE,90.5
AVL-RBC,2025-05-01,27.8,91.6,74.0,47.1,5.0,42.4,durian_orchard,NONE,96.0
AVL-RBC,2025-06-01,28.01,138.1,72.2,51.7,0.0,40.8,durian_orchard,NONE,100.0
AVL-RNY,2019-01-01,25.35,86.8,69.6,55.6,44.6,6.5,research_site,NONE,94.7
AVL-RNY,2019-02-01,25.24,33.1,67.7,46.5,59.4,0.0,research_site,DRY_SPELL,100.0
AVL-RNY,2019-03-01,26.43,36.3,67.4,43.0,42.3,3.7,research_site,NONE,100.0
AVL-RNY,2019-04-01,27.73,48.4,63.8,47.2,40.5,9.5,research_site,NONE,100.0
AVL-RNY,2019-05-01,26.32,82.4,65.4,52.3,40.4,5.1,research_site,NONE,92.4
AVL-RNY,2019-06-01,26.58,147.6,66.4,49.7,33.4,11.6,research_site,NONE,94.5
AVL-RNY,2019-07-01,27.36,199.2,77.5,52.3,40.5,3.3,research_site,NONE,93.4
AVL-RNY,2019-08-01,23.87,149.2,78.3,54.7,57.4,6.5,research_site,NONE,94.0
AVL-RNY,2019-09-01,23.55,234.0,80.8,53.9,45.5,9.8,research_site,NONE,100.0
AVL-RNY,2019-10-01,24.04,157.6,79.6,61.5,37.1,0.0,research_site,NONE,100.0
AVL-RNY,2019-11-01,23.87,150.7,73.8,53.5,38.4,2.6,research_site,NONE,93.8
AVL-RNY,2019-12-01,24.23,177.9,71.3,50.0,47.9,8.0,research_site,NONE,95.8
AVL-RNY,2020-01-01,25.52,121.4,68.3,48.1,29.8,2.7,research_site,NONE,100.0
AVL-RNY,2020-02-01,26.81,56.8,65.4,53.4,42.8,0.0,research_site,NONE,95.4
AVL-RNY,2020-03-01,26.91,50.3,61.4,46.0,35.7,0.1,research_site,NONE,95.8
AVL-RNY,2020-04-01,27.43,82.4,60.1,41.0,41.6,8.8,research_site,NONE,95.1
AVL-RNY,2020-05-01,26.72,55.8,65.0,54.4,31.4,0.0,research_site,NONE,97.6
AVL-RNY,2020-06-01,25.29,97.5,73.5,50.0,38.8,12.5,research_site,NONE,92.7
AVL-RNY,2020-07-01,25.89,182.8,76.5,50.7,45.6,0.0,research_site,NONE,98.9
AVL-RNY,2020-08-01,24.41,200.5,81.5,52.6,37.1,1.0,research_site,NONE,98.0
AVL-RNY,2020-09-01,25.03,210.6,85.4,63.7,46.7,16.9,research_site,NONE,92.8
AVL-RNY,2020-10-01,23.98,182.1,81.5,58.8,44.0,0.0,research_site,NONE,97.9
AVL-RNY,2020-11-01,23.78,198.8,75.5,56.0,39.3,9.1,research_site,NONE,98.5
AVL-RNY,2020-12-01,24.03,178.5,70.8,53.8,36.5,0.1,research_site,NONE,99.3
AVL-RNY,2021-01-01,25.27,98.6,65.6,53.5,50.2,21.3,research_site,NONE,100.0
AVL-RNY,2021-02-01,27.58,85.8,65.4,45.1,25.6,13.4,research_site,NONE,91.3
AVL-RNY,2021-03-01,26.46,41.7,63.8,46.8,40.2,0.0,research_site,NONE,95.2
AVL-RNY,2021-04-01,27.8,56.3,66.1,46.6,29.9,7.1,research_site,NONE,99.8
AVL-RNY,2021-05-01,26.17,66.3,66.7,49.0,35.0,0.0,research_site,NONE,93.2
AVL-RNY,2021-06-01,26.27,150.6,74.0,48.6,42.9,0.0,research_site,NONE,96.3
AVL-RNY,2021-07-01,25.62,171.2,82.1,63.1,48.6,8.4,research_site,NONE,98.8
AVL-RNY,2021-08-01,24.51,165.7,78.6,62.1,27.8,7.9,research_site,NONE,92.7
AVL-RNY,2021-09-01,23.47,257.9,78.3,55.9,42.4,4.0,research_site,NONE,100.0
AVL-RNY,2021-10-01,23.32,276.2,83.5,59.3,42.7,0.0,research_site,NONE,93.2
AVL-RNY,2021-11-01,25.13,193.9,78.2,55.6,38.9,0.0,research_site,NONE,96.2
AVL-RNY,2021-12-01,24.68,121.4,71.3,54.1,42.3,7.1,research_site,NONE,99.9
AVL-RNY,2022-01-01,25.04,91.8,71.1,50.5,42.6,11.2,research_site,NONE,98.2
AVL-RNY,2022-02-01,26.74,33.2,66.7,43.9,38.4,0.0,research_site,DRY_SPELL,97.8
AVL-RNY,2022-03-01,27.37,25.6,58.0,40.0,43.9,7.2,research_site,DRY_SPELL,96.3
AVL-RNY,2022-04-01,27.17,51.6,60.2,47.4,39.7,0.0,research_site,NONE,94.0
AVL-RNY,2022-05-01,27.06,62.0,66.8,48.7,42.1,11.9,research_site,NONE,93.7
AVL-RNY,2022-06-01,26.44,135.7,74.7,46.1,38.9,0.0,research_site,NONE,94.2
AVL-RNY,2022-07-01,25.69,210.1,73.9,59.0,38.1,9.4,research_site,NONE,95.3
AVL-RNY,2022-08-01,24.6,249.1,77.5,62.7,43.8,12.0,research_site,NONE,92.0
AVL-RNY,2022-09-01,22.53,242.9,81.5,55.8,40.6,0.9,research_site,NONE,92.3
AVL-RNY,2022-10-01,23.62,179.5,78.2,57.8,39.8,7.9,research_site,NONE,95.8
AVL-RNY,2022-11-01,24.15,193.9,77.4,57.4,41.1,17.0,research_site,NONE,95.9
AVL-RNY,2022-12-01,25.19,119.7,67.6,57.3,30.1,11.3,research_site,NONE,99.8
AVL-RNY,2023-01-01,25.8,88.6,64.3,47.1,44.5,2.5,research_site,NONE,91.4
AVL-RNY,2023-02-01,26.25,58.0,61.6,49.9,41.6,0.0,research_site,NONE,99.0
AVL-RNY,2023-03-01,27.77,63.8,66.0,44.3,40.7,18.0,research_site,NONE,95.4
AVL-RNY,2023-04-01,27.2,54.1,65.9,39.9,40.2,8.1,research_site,NONE,94.4
AVL-RNY,2023-05-01,27.45,83.6,68.5,49.9,39.1,13.8,research_site,NONE,93.7
AVL-RNY,2023-06-01,26.55,141.1,71.8,50.5,46.7,3.8,research_site,NONE,96.2
AVL-RNY,2023-07-01,25.89,153.1,72.2,48.5,43.0,3.0,research_site,NONE,91.1
AVL-RNY,2023-08-01,24.62,209.8,81.8,58.6,37.2,0.0,research_site,NONE,96.7
AVL-RNY,2023-09-01,24.2,203.8,82.9,61.4,50.8,7.8,research_site,NONE,99.2
AVL-RNY,2023-10-01,24.24,202.5,77.7,54.9,49.5,3.7,research_site,NONE,94.6
AVL-RNY,2023-11-01,23.35,166.8,80.0,61.7,35.8,13.6,research_site,NONE,97.9
AVL-RNY,2023-12-01,24.48,156.2,71.4,55.0,42.0,0.0,research_site,NONE,100.0
AVL-RNY,2024-01-01,25.43,60.5,64.2,47.3,42.9,2.5,research_site,NONE,97.8
AVL-RNY,2024-02-01,26.07,107.0,65.1,53.7,47.1,2.7,research_site,NONE,94.9
AVL-RNY,2024-03-01,27.24,93.7,66.2,46.0,40.3,7.3,research_site,NONE,95.2
AVL-RNY,2024-04-01,26.51,63.8,68.4,45.0,45.6,7.6,research_site,NONE,97.1
AVL-RNY,2024-05-01,26.63,87.2,66.5,54.2,30.2,3.1,research_site,NONE,96.3
AVL-RNY,2024-06-01,27.43,157.9,73.7,47.5,41.2,3.2,research_site,NONE,92.8
AVL-RNY,2024-07-01,24.98,158.0,72.5,53.4,42.4,0.0,research_site,NONE,93.3
AVL-RNY,2024-08-01,25.01,182.2,78.5,53.7,35.3,0.2,research_site,NONE,90.0
AVL-RNY,2024-09-01,24.47,175.7,80.8,57.8,46.7,9.9,research_site,NONE,94.3
AVL-RNY,2024-10-01,23.99,163.0,84.0,49.9,41.4,0.0,research_site,NONE,93.2
AVL-RNY,2024-11-01,24.25,194.2,81.0,54.5,35.5,0.0,research_site,NONE,97.1
AVL-RNY,2024-12-01,25.05,159.5,73.5,55.7,44.0,0.0,research_site,NONE,92.9
AVL-RNY,2025-01-01,26.25,102.9,64.7,51.6,41.8,1.9,research_site,NONE,97.0
AVL-RNY,2025-02-01,27.33,80.4,63.8,46.4,42.1,13.4,research_site,NONE,94.5
AVL-RNY,2025-03-01,27.39,73.5,61.8,47.2,42.9,3.9,research_site,NONE,94.5
AVL-RNY,2025-04-01,27.83,87.3,63.9,40.8,50.2,0.0,research_site,NONE,95.3
AVL-RNY,2025-05-01,27.82,121.5,65.4,49.4,49.5,12.9,research_site,NONE,96.3
AVL-RNY,2025-06-01,26.78,161.9,73.7,60.6,37.2,0.0,research_site,NONE,96.3
AVL-SEY,2019-01-01,23.99,147.7,64.0,59.4,11.1,39.8,mixed_forest,NONE,100.0
AVL-SEY,2019-02-01,25.61,77.1,66.7,54.2,16.1,36.6,mixed_forest,NONE,96.5
AVL-SEY,2019-03-01,25.62,88.5,64.4,55.9,0.0,32.3,mixed_forest,NONE,90.9
AVL-SEY,2019-04-01,27.1,62.2,64.5,58.1,11.9,39.8,mixed_forest,NONE,99.6
AVL-SEY,2019-05-01,24.83,98.5,62.1,59.1,15.1,42.9,mixed_forest,NONE,99.2
AVL-SEY,2019-06-01,25.47,148.5,72.0,65.4,8.4,28.6,mixed_forest,NONE,96.7
AVL-SEY,2019-07-01,24.69,234.0,71.1,64.6,12.9,32.2,mixed_forest,NONE,96.6
AVL-SEY,2019-08-01,24.15,245.9,81.1,72.9,8.5,38.3,mixed_forest,NONE,94.7
AVL-SEY,2019-09-01,22.9,225.6,76.6,70.7,14.7,46.6,mixed_forest,NONE,94.7
AVL-SEY,2019-10-01,21.3,258.4,78.8,71.3,9.2,35.2,mixed_forest,NONE,90.9
AVL-SEY,2019-11-01,24.18,201.9,76.6,64.6,10.0,41.7,mixed_forest,NONE,97.2
AVL-SEY,2019-12-01,23.0,156.4,68.7,60.1,17.2,30.8,mixed_forest,NONE,96.7
AVL-SEY,2020-01-01,25.08,104.1,66.3,62.0,16.4,48.7,mixed_forest,NONE,93.5
AVL-SEY,2020-02-01,25.06,91.9,68.1,55.0,18.2,39.7,mixed_forest,NONE,96.6
AVL-SEY,2020-03-01,26.0,63.1,58.5,49.7,18.3,26.9,mixed_forest,NONE,99.1
AVL-SEY,2020-04-01,27.79,32.6,63.3,56.6,10.1,40.2,mixed_forest,DRY_SPELL,97.7
AVL-SEY,2020-05-01,26.44,116.8,60.0,55.8,10.5,29.0,mixed_forest,NONE,100.0
AVL-SEY,2020-06-01,24.66,139.4,65.7,60.4,10.4,38.0,mixed_forest,NONE,96.1
AVL-SEY,2020-07-01,24.96,180.5,74.5,56.0,13.3,34.8,mixed_forest,NONE,98.4
AVL-SEY,2020-08-01,23.96,227.2,82.2,61.65,6.5,38.7,mixed_forest,NONE,96.4
AVL-SEY,2020-09-01,23.89,269.2,79.2,67.3,15.7,37.8,mixed_forest,NONE,93.4
AVL-SEY,2020-10-01,23.46,265.0,81.4,63.8,17.0,31.3,mixed_forest,NONE,96.6
AVL-SEY,2020-11-01,23.25,185.8,72.5,72.2,0.0,37.5,mixed_forest,NONE,99.3
AVL-SEY,2020-12-01,24.08,151.1,72.9,60.0,8.0,48.1,mixed_forest,NONE,97.2
AVL-SEY,2021-01-01,25.53,118.2,71.7,65.0,15.8,33.3,mixed_forest,NONE,90.3
AVL-SEY,2021-02-01,25.24,8.7,57.0,52.4,2.2,29.1,mixed_forest,DRY_SPELL,93.0
AVL-SEY,2021-03-01,25.17,73.6,64.0,53.0,19.9,40.1,mixed_forest,NONE,94.0
AVL-SEY,2021-04-01,26.34,97.5,61.3,60.9,18.3,38.0,mixed_forest,NONE,94.5
AVL-SEY,2021-05-01,25.08,120.5,66.3,56.9,12.3,25.6,mixed_forest,NONE,96.9
AVL-SEY,2021-06-01,25.68,166.8,70.1,54.6,15.6,25.5,mixed_forest,NONE,98.2
AVL-SEY,2021-07-01,24.98,241.2,71.4,67.9,18.9,38.8,mixed_forest,NONE,100.0
AVL-SEY,2021-08-01,23.51,204.9,75.7,67.8,19.9,32.8,mixed_forest,NONE,95.4
AVL-SEY,2021-09-01,22.92,230.1,78.0,64.5,14.3,38.6,mixed_forest,NONE,98.8
AVL-SEY,2021-10-01,23.41,242.6,80.2,65.8,10.7,34.8,mixed_forest,NONE,93.1
AVL-SEY,2021-11-01,24.29,222.2,74.2,58.2,8.3,28.6,mixed_forest,NONE,98.1
AVL-SEY,2021-12-01,24.34,145.3,69.6,51.6,11.3,37.5,mixed_forest,NONE,95.6
AVL-SEY,2022-01-01,25.16,69.8,63.8,57.1,24.3,46.5,mixed_forest,NONE,98.6
AVL-SEY,2022-02-01,25.45,119.3,59.9,54.3,10.5,20.8,mixed_forest,NONE,96.5
AVL-SEY,2022-03-01,25.19,51.0,57.9,57.4,5.1,33.2,mixed_forest,NONE,94.2
AVL-SEY,2022-04-01,26.76,89.4,64.2,59.0,12.1,32.2,mixed_forest,NONE,100.0
AVL-SEY,2022-05-01,26.41,135.3,69.5,50.3,20.3,28.4,mixed_forest,NONE,94.9
AVL-SEY,2022-06-01,25.73,173.3,67.0,68.0,18.9,35.1,mixed_forest,NONE,98.0
AVL-SEY,2022-07-01,24.6,262.0,80.7,63.8,10.6,36.4,mixed_forest,NONE,93.2
AVL-SEY,2022-08-01,23.78,207.7,75.2,60.7,3.7,28.2,mixed_forest,NONE,92.0
AVL-SEY,2022-09-01,22.81,309.8,78.2,72.5,13.5,30.3,mixed_forest,NONE,97.9
AVL-SEY,2022-10-01,23.21,243.3,74.9,66.0,13.1,32.1,mixed_forest,NONE,100.0
AVL-SEY,2022-11-01,23.69,214.6,81.1,62.8,6.0,45.0,mixed_forest,NONE,97.0
AVL-SEY,2022-12-01,24.76,126.8,68.3,70.2,2.5,39.5,mixed_forest,NONE,92.4
AVL-SEY,2023-01-01,23.43,81.2,64.6,59.9,13.4,42.2,mixed_forest,NONE,94.5
AVL-SEY,2023-02-01,25.54,93.0,61.1,56.0,22.4,30.1,mixed_forest,NONE,95.0
AVL-SEY,2023-03-01,25.28,60.1,63.5,53.4,5.3,33.8,mixed_forest,NONE,98.3
AVL-SEY,2023-04-01,27.42,101.5,63.5,60.8,10.3,27.3,mixed_forest,NONE,90.7
AVL-SEY,2023-05-01,27.08,117.6,64.0,52.1,11.1,30.6,mixed_forest,NONE,94.5
AVL-SEY,2023-06-01,26.08,130.4,65.5,59.9,9.7,28.8,mixed_forest,NONE,98.5
AVL-SEY,2023-07-01,24.71,183.7,77.8,67.1,5.9,23.8,mixed_forest,NONE,95.1
AVL-SEY,2023-08-01,23.52,237.3,76.3,72.5,7.2,30.3,mixed_forest,NONE,95.8
AVL-SEY,2023-09-01,22.63,235.7,80.1,69.9,15.3,38.1,mixed_forest,NONE,96.0
AVL-SEY,2023-10-01,22.9,240.5,75.8,59.7,9.8,32.6,mixed_forest,NONE,94.1
AVL-SEY,2023-11-01,22.77,230.8,68.3,64.7,4.8,26.2,mixed_forest,NONE,98.5
AVL-SEY,2023-12-01,23.33,161.1,71.1,60.8,15.1,29.4,mixed_forest,NONE,96.7
AVL-SEY,2024-01-01,25.17,136.2,60.2,60.4,21.5,24.2,mixed_forest,NONE,99.9
AVL-SEY,2024-02-01,25.53,64.1,65.6,52.9,23.2,42.8,mixed_forest,NONE,100.0
AVL-SEY,2024-03-01,25.69,20.7,64.0,49.9,13.2,32.3,mixed_forest,DRY_SPELL,98.4
AVL-SEY,2024-04-01,26.1,37.4,63.4,50.4,7.8,35.8,mixed_forest,NONE,87.7
AVL-SEY,2024-05-01,26.41,68.0,60.7,63.3,6.6,30.6,mixed_forest,NONE,100.0
AVL-SEY,2024-06-01,25.33,200.8,64.5,57.6,6.6,30.1,mixed_forest,NONE,95.6
AVL-SEY,2024-07-01,25.22,219.4,74.0,66.6,17.5,40.5,mixed_forest,NONE,100.0
AVL-SEY,2024-08-01,24.15,262.5,76.3,63.6,9.3,29.8,mixed_forest,NONE,95.0
AVL-SEY,2024-09-01,23.36,253.1,78.1,72.4,10.2,33.0,mixed_forest,NONE,98.5
AVL-SEY,2024-10-01,23.17,286.8,79.1,73.3,16.2,48.2,mixed_forest,NONE,97.6
AVL-SEY,2024-11-01,23.47,196.6,76.0,68.0,14.4,24.0,mixed_forest,NONE,98.5
AVL-SEY,2024-12-01,23.75,167.6,68.8,60.2,12.3,51.8,mixed_forest,NONE,100.0
AVL-SEY,2025-01-01,24.64,126.1,65.2,64.9,11.8,38.6,mixed_forest,NONE,100.0
AVL-SEY,2025-02-01,25.78,45.4,65.6,55.4,3.8,38.5,mixed_forest,NONE,96.2
AVL-SEY,2025-03-01,26.75,64.7,61.8,48.3,5.9,36.5,mixed_forest,NONE,99.3
AVL-SEY,2025-04-01,26.71,107.2,65.3,52.6,20.2,36.6,mixed_forest,NONE,93.2
AVL-SEY,2025-05-01,27.11,121.6,64.7,58.7,14.6,37.7,mixed_forest,NONE,95.6
AVL-SEY,2025-06-01,26.39,161.1,68.8,61.2,19.7,29.9,mixed_forest,NONE,97.1
AVL-TRP,2019-01-01,26.32,150.4,73.4,32.4,66.6,13.2,mixed_agriculture,NONE,95.7
AVL-TRP,2019-02-01,27.19,122.2,62.4,27.7,72.6,31.3,mixed_agriculture,NONE,97.6
AVL-TRP,2019-03-01,28.25,85.1,71.0,26.3,64.3,23.9,mixed_agriculture,NONE,96.8
AVL-TRP,2019-04-01,27.5,116.9,69.5,23.7,65.9,16.0,mixed_agriculture,NONE,97.7
AVL-TRP,2019-05-01,27.88,140.8,69.3,31.1,62.8,17.9,mixed_agriculture,NONE,98.0
AVL-TRP,2019-06-01,27.0,192.1,78.0,39.6,64.9,20.3,mixed_agriculture,NONE,95.5
AVL-TRP,2019-07-01,25.52,272.1,82.7,39.2,64.4,9.8,mixed_agriculture,NONE,97.2
AVL-TRP,2019-08-01,25.84,290.1,85.8,49.2,58.3,22.5,mixed_agriculture,NONE,95.3
AVL-TRP,2019-09-01,24.37,342.9,85.1,38.9,68.0,16.3,mixed_agriculture,NONE,94.2
AVL-TRP,2019-10-01,24.08,293.8,85.4,43.4,62.5,15.2,mixed_agriculture,NONE,99.3
AVL-TRP,2019-11-01,24.53,291.4,82.6,35.5,65.8,6.4,mixed_agriculture,NONE,94.2
AVL-TRP,2019-12-01,24.8,198.2,80.9,38.5,66.4,24.1,mixed_agriculture,NONE,98.4
AVL-TRP,2020-01-01,26.53,164.1,75.3,27.4,73.9,22.9,mixed_agriculture,NONE,95.1
AVL-TRP,2020-02-01,27.31,97.5,71.7,28.4,66.5,9.3,mixed_agriculture,NONE,98.8
AVL-TRP,2020-03-01,27.83,91.2,69.0,30.7,63.5,16.9,mixed_agriculture,NONE,92.5
AVL-TRP,2020-04-01,27.75,102.3,72.0,29.2,75.2,37.4,mixed_agriculture,NONE,93.8
AVL-TRP,2020-05-01,27.97,147.5,73.7,38.8,56.2,22.1,mixed_agriculture,NONE,99.9
AVL-TRP,2020-06-01,27.52,230.5,74.3,30.6,59.3,22.8,mixed_agriculture,NONE,94.5
AVL-TRP,2020-07-01,26.66,292.2,80.8,41.5,60.3,25.6,mixed_agriculture,NONE,99.2
AVL-TRP,2020-08-01,24.84,290.3,85.7,42.0,70.6,25.9,mixed_agriculture,NONE,97.3
AVL-TRP,2020-09-01,24.3,292.1,84.8,40.4,74.1,18.5,mixed_agriculture,NONE,97.6
AVL-TRP,2020-10-01,24.45,298.8,84.4,47.3,72.6,24.3,mixed_agriculture,NONE,96.6
AVL-TRP,2020-11-01,24.08,276.4,86.6,32.9,70.3,19.0,mixed_agriculture,NONE,96.4
AVL-TRP,2020-12-01,25.7,224.3,73.8,33.3,60.9,27.0,mixed_agriculture,NONE,96.8
